Data,Acquisti MWh,Vendite MWh,€/MWh
08/06/2024,"5.570,49","4.020,31","85,1"
08/06/2024,"5.495,24","4.117,75","93,87"
08/06/2024,"5.452,02","3.952,97",97
08/06/2024,"5.487,63","3.636,50","97,1"
08/06/2024,"5.600,90","3.659,94","103,64"
08/06/2024,"5.750,19","3.343,80","111,4"
08/06/2024,"6.005,73","3.619,60","126,84"
08/06/2024,"6.011,77","3.938,49","125,12"
08/06/2024,"5.892,23","3.340,86","129,56"
08/06/2024,"5.424,22","2.845,54","121,13"
08/06/2024,"5.053,55","2.521,74","113,97"
09/06/2024,"4.689,71","2.126,32","104,59"
09/06/2024,"4.452,24","1.971,85","104,59"
09/06/2024,"4.235,04","1.617,30","101,25"
09/06/2024,"4.115,51","1.627,62","95,1"
09/06/2024,"4.063,07","1.840,09","92,9"
09/06/2024,"4.005,46","1.789,41","93,28"
09/06/2024,"4.063,50","1.907,57","80,12"
09/06/2024,"4.296,19","2.128,95",69
09/06/2024,"4.602,14","2.079,28",73
09/06/2024,"4.963,55","2.799,90","78,5"
09/06/2024,"5.228,11","3.085,26","78,73"
09/06/2024,"5.332,41","3.225,76","82,65"
09/06/2024,"5.470,91","3.183,83","65,5"
09/06/2024,"5.389,30","2.900,23","63,41"
09/06/2024,"5.184,10","3.161,30","72,18"
09/06/2024,"5.125,36","3.243,43","77,51"
09/06/2024,"5.088,92","3.134,87","95,79"
09/06/2024,"5.154,44","2.908,83",100
09/06/2024,"5.295,64","3.152,99","103,69"
09/06/2024,"5.607,55","3.026,10","111,19"
09/06/2024,"5.808,28","2.820,45","121,13"
09/06/2024,"5.811,73","2.753,92","119,4"
09/06/2024,"5.376,87","2.796,37",110
09/06/2024,"4.972,20","2.737,24","100,7"
10/06/2024,"4.548,01","2.281,15","85,33"
10/06/2024,"4.254,73","2.080,07","79,36"
10/06/2024,"4.121,87","1.878,25","80,58"
10/06/2024,"4.065,46","1.830,22",77
10/06/2024,"4.091,17","1.873,09",77
10/06/2024,"4.238,54","2.013,37","87,37"
10/06/2024,"4.722,50","2.472,25","105,94"
10/06/2024,"5.481,85","2.902,59","120,26"
10/06/2024,"6.028,31","3.468,31","123,26"
10/06/2024,"6.275,89","3.890,89",108
10/06/2024,"6.481,44","4.198,64","89,9"
10/06/2024,"6.529,18","4.217,62","75,58"
10/06/2024,"6.529,99","4.410,98","56,89"
10/06/2024,"6.452,48","4.438,87","45,08"
10/06/2024,"6.476,09","4.364,62","56,42"
10/06/2024,"6.443,70","4.199,26","74,9"
10/06/2024,"6.436,39","4.066,53",79
10/06/2024,"6.354,13","4.163,20","92,82"
10/06/2024,"6.245,97","4.045,97","104,5"
10/06/2024,"6.481,46","3.678,89",116
10/06/2024,"6.567,74","3.617,24","123,26"
10/06/2024,"6.393,19","3.567,73","119,4"
10/06/2024,"5.810,81","3.281,83","106,62"
10/06/2024,"5.270,13","3.127,60",100
11/06/2024,"4.845,13","2.907,61","90,85"
11/06/2024,"4.547,14","2.422,55","80,7"
11/06/2024,"4.420,55","2.294,88","78,32"
11/06/2024,"4.339,90","2.203,88",83
11/06/2024,"4.332,99","2.244,08","83,05"
11/06/2024,"4.465,41","2.588,89","87,07"
11/06/2024,"4.836,28","3.060,90","105,13"
11/06/2024,"5.583,24","3.646,13",116
11/06/2024,"6.153,87","3.999,76","120,34"
11/06/2024,"6.368,84","4.062,12","107,66"
11/06/2024,"6.509,40","4.202,11",99
11/06/2024,"6.477,51","4.372,35","97,1"
11/06/2024,"6.449,12","3.979,82","86,89"
11/06/2024,"6.317,73","3.958,22",83
11/06/2024,"6.362,85","3.962,25","95,9"
11/06/2024,"6.366,68","3.757,45",99
11/06/2024,"6.353,12","3.461,95","108,19"
11/06/2024,"6.268,04","3.490,53","110,91"
11/06/2024,"6.292,26","3.824,08","116,42"
11/06/2024,"6.422,64","4.548,52",140
11/06/2024,"6.431,36","4.620,18",146
11/06/2024,"6.273,02","4.447,00","136,3"
11/06/2024,"5.716,20","3.406,31","110,91"
11/06/2024,"5.174,13","3.309,68","108,54"
12/06/2024,"4.828,66","2.206,59","106,12"
12/06/2024,"4.572,66","1.909,11","104,1"
12/06/2024,"4.405,73","1.841,55",100
12/06/2024,"4.330,89","1.897,98","93,01"
12/06/2024,"4.300,01","2.020,55","94,02"
12/06/2024,"4.442,52","2.032,74",100
12/06/2024,"4.897,05","2.607,19","113,63"
12/06/2024,"5.625,58","3.025,57","127,39"
12/06/2024,"6.110,30","3.252,86","131,39"
12/06/2024,"6.353,06","3.656,80",118
12/06/2024,"6.519,56","4.200,79","110,55"
12/06/2024,"6.543,98","4.108,17","104,5"
12/06/2024,"6.478,62","4.342,58","85,95"
12/06/2024,"6.398,36","4.462,61","85,95"
12/06/2024,"6.450,75","4.426,96","96,6"
12/06/2024,"6.388,98","4.249,55",100
12/06/2024,"6.431,43","4.318,80",105
12/06/2024,"6.316,03","4.584,79","110,68"
12/06/2024,"6.328,30","4.709,78",115
12/06/2024,"6.522,69","3.994,09","132,18"
12/06/2024,"6.559,17","3.892,61","139,16"
12/06/2024,"6.338,23","3.828,66",128
12/06/2024,"5.715,62","3.778,99","111,69"
12/06/2024,"5.203,64","3.117,02","106,55"
13/06/2024,"4.827,57","2.643,93","94,97"
13/06/2024,"4.511,32","2.050,62","92,78"
13/06/2024,"4.386,18","2.061,52",90
13/06/2024,"4.306,03","1.921,79","80,25"
13/06/2024,"4.301,28","2.012,06","84,26"
13/06/2024,"4.453,58","1.997,04","91,18"
13/06/2024,"4.833,07","2.313,13","109,77"
13/06/2024,"5.565,22","3.051,73","123,06"
13/06/2024,"6.083,09","3.481,21","133,91"
13/06/2024,"6.315,41","3.869,80","112,39"
13/06/2024,"6.407,02","4.345,95","107,41"
13/06/2024,"6.417,84","4.366,79","98,3"
13/06/2024,"6.349,84","4.156,45","78,6"
13/06/2024,"6.220,76","4.301,02","76,05"
13/06/2024,"6.311,06","4.329,04","86,06"
13/06/2024,"6.335,71","4.044,06","90,49"
13/06/2024,"6.349,42","4.121,52","97,1"
13/06/2024,"6.245,61","4.257,43","101,66"
13/06/2024,"6.219,97","3.952,60","110,85"
13/06/2024,"6.456,68","3.980,57","129,99"
13/06/2024,"6.463,66","4.200,02",146
13/06/2024,"6.286,89","3.909,32",122
13/06/2024,"5.632,42","3.270,25","109,66"
13/06/2024,"5.115,64","2.719,30","102,54"
14/06/2024,"4.797,79","2.227,40","109,08"
14/06/2024,"4.480,62","2.151,63",100
14/06/2024,"4.352,52","1.993,34","91,16"
14/06/2024,"4.254,94","1.980,23","85,42"
14/06/2024,"4.255,15","2.031,54","89,76"
14/06/2024,"4.337,08","2.151,18","96,3"
14/06/2024,"4.782,93","2.356,17","114,01"
14/06/2024,"5.471,09","2.844,64","132,87"
14/06/2024,"6.039,18","3.781,90","129,11"
14/06/2024,"6.227,22","3.636,74","113,51"
14/06/2024,"6.328,81","3.818,97","104,84"
14/06/2024,"6.324,92","3.891,84","94,19"
14/06/2024,"6.344,24","3.543,94","73,27"
14/06/2024,"6.196,14","3.600,58","70,52"
14/06/2024,"6.191,23","3.713,54","85,13"
14/06/2024,"6.224,42","4.002,91","95,45"
14/06/2024,"6.206,36","3.766,22","100,91"
14/06/2024,"6.133,64","3.961,79","103,45"
14/06/2024,"6.152,37","3.679,92","112,92"
14/06/2024,"6.336,02","3.921,22","137,34"
14/06/2024,"6.410,85","3.994,05",156
14/06/2024,"6.176,19","3.614,87","149,07"
14/06/2024,"5.613,22","2.800,27",114
14/06/2024,"5.100,81","2.597,73","109,08"
15/06/2024,"4.840,26","1.493,00","110,1"
15/06/2024,"4.524,92","1.466,21","107,5"
15/06/2024,"4.348,79","1.436,69","107,58"
15/06/2024,"4.203,07","1.452,92","101,41"
15/06/2024,"4.198,77","1.586,08","97,5"
15/06/2024,"4.174,60","1.609,67","99,39"
15/06/2024,"4.327,29","1.734,41",100
15/06/2024,"4.814,89","2.220,75",100
15/06/2024,"5.189,65","2.825,17","104,64"
15/06/2024,"5.403,84","3.286,58",100
15/06/2024,"5.536,69","3.698,85","100,3"
15/06/2024,"5.540,42","3.970,05","100,15"
15/06/2024,"5.566,79","4.191,26",86
15/06/2024,"5.501,79","4.127,07","69,89"
15/06/2024,"5.409,05","4.055,44","71,87"
15/06/2024,"5.337,57","3.867,25","84,47"
15/06/2024,"5.348,30","3.423,40","83,43"
15/06/2024,"5.425,20","3.080,87","94,46"
15/06/2024,"5.596,47","2.869,19",105
15/06/2024,"5.841,09","2.545,66","118,49"
15/06/2024,"5.938,57","2.871,89","120,48"
15/06/2024,"5.705,97","2.508,35","118,26"
15/06/2024,"5.310,88","2.173,27","109,2"
15/06/2024,"4.942,01","1.994,68",100
16/06/2024,"4.601,07","1.716,51","96,08"
16/06/2024,"4.361,38","1.656,95","76,11"
16/06/2024,"4.157,04","1.729,18",77
16/06/2024,"4.040,99","1.728,51","83,71"
16/06/2024,"3.986,87","1.905,07","74,56"
16/06/2024,"3.892,94","1.600,96","72,96"
16/06/2024,"3.859,69","1.577,13","58,35"
16/06/2024,"4.114,85","1.943,60","83,71"
16/06/2024,"4.446,73","2.606,08","88,51"
16/06/2024,"4.770,78","2.395,51",100
16/06/2024,"4.937,51","2.772,44","83,54"
16/06/2024,"5.099,83","3.077,18","80,15"
16/06/2024,"5.183,89","3.255,91",50
16/06/2024,"5.126,06","3.265,54",20
16/06/2024,"4.937,89","3.198,89","9,65"
16/06/2024,"4.915,61","2.985,81",10
16/06/2024,"4.868,28","2.833,66",40
16/06/2024,"4.922,36","2.709,45","91,46"
16/06/2024,"5.052,45","2.240,44","105,31"
16/06/2024,"5.309,72","1.848,09","110,49"
16/06/2024,"5.629,71","1.590,82","116,83"
16/06/2024,"5.597,19","1.517,36","115,06"
16/06/2024,"5.210,41","1.345,51","113,1"
16/06/2024,"4.798,41","1.344,27",95
17/06/2024,"4.544,31","1.017,69",84
17/06/2024,"4.234,69","947,39","72,43"
17/06/2024,"4.073,09","902,68","64,25"
17/06/2024,"3.994,59","857,71",75
17/06/2024,"4.020,68","927,27","87,45"
17/06/2024,"4.140,32","1.180,31",99
17/06/2024,"4.678,05","1.364,59",115
17/06/2024,"5.417,12","2.186,38","136,43"
17/06/2024,"6.091,44","2.802,18","137,31"
17/06/2024,"6.313,50","3.141,69","121,47"
17/06/2024,"6.449,65","3.226,14","111,19"
17/06/2024,"6.568,77","3.459,86","108,83"
17/06/2024,"6.539,44","3.549,35","97,1"
17/06/2024,"6.499,22","3.596,98","97,1"
17/06/2024,"6.533,68","3.558,36",111
17/06/2024,"6.542,54","3.378,97","111,97"
17/06/2024,"6.554,32","3.562,28","113,82"
17/06/2024,"6.506,10","3.671,46","114,17"
17/06/2024,"6.506,63","3.866,19","126,3"
17/06/2024,"6.564,95","4.146,54",160
17/06/2024,"6.642,83","4.177,72",165
17/06/2024,"6.502,57","4.165,90",165
17/06/2024,"5.953,77","3.489,05","127,95"
17/06/2024,"5.408,36","3.077,74","115,14"
18/06/2024,"4.992,27","2.306,17","110,03"
18/06/2024,"4.669,39","2.085,84","106,45"
18/06/2024,"4.515,64","2.051,49","100,1"
18/06/2024,"4.427,82","1.906,69",100
18/06/2024,"4.443,97","1.978,21","98,51"
18/06/2024,"4.512,30","2.239,82","105,75"
18/06/2024,"4.953,76","2.707,01","111,21"
18/06/2024,"5.705,32","3.428,08","123,12"
18/06/2024,"6.334,87","3.844,56",115
18/06/2024,"6.590,96","4.199,81","110,03"
18/06/2024,"6.698,31","4.576,59",101
18/06/2024,"6.733,99","4.423,49","96,12"
18/06/2024,"6.735,93","4.050,17",80
18/06/2024,"6.675,13","4.181,16","83,7"
18/06/2024,"6.755,35","4.515,62","93,4"
18/06/2024,"6.740,37","4.594,42",100
18/06/2024,"6.820,35","4.543,71","101,93"
18/06/2024,"6.754,58","4.497,25","110,03"
18/06/2024,"6.770,41","4.354,09","116,93"
18/06/2024,"6.835,41","4.103,71","141,87"
18/06/2024,"6.797,84","4.273,93","150,55"
18/06/2024,"6.670,29","3.996,22","141,87"
18/06/2024,"6.148,43","3.585,58",115
18/06/2024,"5.546,96","3.337,68","110,03"
19/06/2024,"5.156,59","2.307,92","109,81"
19/06/2024,"4.828,45","2.282,30","107,53"
19/06/2024,"4.638,18","2.311,24","104,17"
19/06/2024,"4.575,91","2.333,16","100,1"
19/06/2024,"4.561,18","2.374,89","99,6"
19/06/2024,"4.675,92","2.487,77","102,5"
19/06/2024,"5.126,98","2.733,84","110,57"
19/06/2024,"5.857,48","3.420,03","113,98"
19/06/2024,"6.522,49","3.747,94","114,59"
19/06/2024,"6.859,12","4.238,29","111,82"
19/06/2024,"7.004,18","4.368,50","108,45"
19/06/2024,"7.078,75","4.442,45","100,25"
19/06/2024,"7.148,74","4.273,81","89,25"
19/06/2024,"7.061,03","4.306,51",90
19/06/2024,"7.161,67","4.478,34","100,1"
19/06/2024,"7.234,60","4.423,47","108,45"
19/06/2024,"7.261,99","4.265,63",110
19/06/2024,"7.220,70","4.481,07","111,85"
19/06/2024,"7.141,51","4.359,75",115
19/06/2024,"7.188,74","4.095,38",155
19/06/2024,"7.132,10","4.065,82","146,8"
19/06/2024,"6.907,47","3.874,86","131,97"
19/06/2024,"6.362,09","3.619,64","114,5"
19/06/2024,"5.782,86","3.038,40","109,75"
20/06/2024,"5.579,30","2.491,00",110
20/06/2024,"5.192,85","2.412,22",110
20/06/2024,"4.982,01","2.348,67","108,44"
20/06/2024,"4.923,07","2.354,02","101,82"
20/06/2024,"4.860,37","2.296,79","100,1"
20/06/2024,"4.954,44","2.461,65","102,32"
20/06/2024,"5.387,30","2.770,47","113,65"
20/06/2024,"6.132,85","3.149,93",114
20/06/2024,"6.767,02","3.550,58","117,42"
20/06/2024,"7.141,63","4.082,35","123,09"
20/06/2024,"7.394,22","4.354,63","114,28"
20/06/2024,"7.515,61","4.268,91","112,38"
20/06/2024,"7.595,86","4.318,96",105
20/06/2024,"7.618,72","4.335,36","106,07"
20/06/2024,"7.774,26","4.338,96","109,51"
20/06/2024,"7.818,68","4.116,78","110,53"
20/06/2024,"7.853,11","4.215,63","115,75"
20/06/2024,"7.795,33","4.215,06","117,57"
20/06/2024,"7.661,70","3.981,94","120,5"
20/06/2024,"7.619,69","3.970,44",148
20/06/2024,"7.570,00","4.043,36","153,62"
20/06/2024,"7.400,18","3.873,06","139,49"
20/06/2024,"6.802,79","3.356,71","114,59"
20/06/2024,"6.240,19","3.164,69","111,2"
21/06/2024,"5.754,71","2.903,59","109,9"
21/06/2024,"5.352,87","2.662,79","106,05"
21/06/2024,"5.155,00","2.453,87","100,64"
21/06/2024,"5.034,85","2.466,30","100,1"
21/06/2024,"4.976,87","2.547,30","100,1"
21/06/2024,"5.046,40","2.522,00","101,46"
21/06/2024,"5.471,88","3.092,08","109,9"
21/06/2024,"6.193,48","3.781,36",120
21/06/2024,"6.870,37","4.266,52",121
21/06/2024,"7.325,09","4.519,12","125,41"
21/06/2024,"7.559,00","4.758,09","115,83"
21/06/2024,"7.697,28","4.862,08","113,2"
21/06/2024,"7.821,55","4.799,37","109,1"
21/06/2024,"7.801,69","4.847,47","109,26"
21/06/2024,"7.960,24","4.755,52","111,95"
21/06/2024,"7.993,43","4.711,26","113,95"
21/06/2024,"7.938,91","4.412,72","114,68"
21/06/2024,"7.864,39","4.231,41","117,95"
21/06/2024,"7.750,35","3.924,45","121,18"
21/06/2024,"7.683,91","4.050,79","151,76"
21/06/2024,"7.594,74","4.206,07","161,49"
21/06/2024,"7.378,21","3.979,78","151,76"
21/06/2024,"6.833,27","3.431,67",113
21/06/2024,"6.259,36","3.064,08",112
22/06/2024,"5.524,34","1.274,35","114,62"
22/06/2024,"5.167,64","1.232,46","113,85"
22/06/2024,"4.914,85","1.332,37","108,01"
22/06/2024,"4.753,90","1.466,68","105,36"
22/06/2024,"4.699,95","1.541,86","103,1"
22/06/2024,"4.636,52","1.640,50","102,5"
22/06/2024,"4.780,99","1.717,34","102,5"
22/06/2024,"5.232,09","1.914,58",105
22/06/2024,"5.645,31","2.326,23","102,5"
22/06/2024,"6.072,33","2.800,30","96,08"
22/06/2024,"6.185,42","3.139,33","93,64"
22/06/2024,"6.248,62","3.358,50","87,46"
22/06/2024,"6.300,61","3.640,06",70
22/06/2024,"6.207,15","3.815,01",50
22/06/2024,"6.110,49","3.787,01","34,01"
22/06/2024,"6.072,79","3.774,82","62,1"
22/06/2024,"6.060,52","3.543,00","87,46"
22/06/2024,"6.163,28","3.496,75","98,21"
22/06/2024,"6.193,31","3.138,22","117,85"
22/06/2024,"6.350,08","2.516,52","125,51"
22/06/2024,"6.348,12","2.270,39","131,64"
22/06/2024,"6.204,52","2.207,52","122,64"
22/06/2024,"5.723,63","2.099,06","117,21"
22/06/2024,"5.352,87","2.012,55","109,4"
23/06/2024,"4.862,73","1.162,33","110,65"
23/06/2024,"4.530,64","1.162,92",105
23/06/2024,"4.345,97","1.177,77","100,1"
23/06/2024,"4.217,13","1.173,16","100,1"
23/06/2024,"4.159,57","1.178,05","97,05"
23/06/2024,"4.081,79","1.125,37","91,47"
23/06/2024,"4.068,63","1.178,08","96,53"
23/06/2024,"4.291,19","1.434,25","104,59"
23/06/2024,"4.539,12","1.838,21","105,29"
23/06/2024,"4.971,03","2.225,41","108,07"
23/06/2024,"5.138,30","2.533,02",105
23/06/2024,"5.275,21","2.751,87","100,1"
23/06/2024,"5.411,23","2.848,50",99
23/06/2024,"5.270,91","2.981,21","80,8"
23/06/2024,"5.178,65","2.961,35","64,01"
23/06/2024,"5.129,56","2.823,83","80,8"
23/06/2024,"5.179,92","2.660,75","85,6"
23/06/2024,"5.224,81","2.326,16",99
23/06/2024,"5.411,35","1.923,59","108,21"
23/06/2024,"5.656,13","1.497,26",115
23/06/2024,"5.849,61","1.796,61","116,71"
23/06/2024,"5.775,70","1.963,69","116,8"
23/06/2024,"5.406,42","1.389,24","109,29"
23/06/2024,"4.985,58","911,57","97,14"
24/06/2024,"4.613,24","695,07","92,11"
24/06/2024,"4.350,99","649,75","86,5"
24/06/2024,"4.169,76","662,2","86,44"
24/06/2024,"4.072,02","641,76","83,95"
24/06/2024,"4.137,17","660,32","84,09"
24/06/2024,"4.246,75","932,93","94,23"
24/06/2024,"4.763,41","1.495,88","110,58"
24/06/2024,"5.581,16","2.154,21","112,86"
24/06/2024,"6.107,62","2.633,93",124
24/06/2024,"6.427,35","3.220,55","109,92"
24/06/2024,"6.581,47","3.143,04",108
24/06/2024,"6.629,29","3.423,60","103,75"
24/06/2024,"6.527,95","3.452,47","93,63"
24/06/2024,"6.437,64","3.568,37","92,7"
24/06/2024,"6.488,31","3.684,57","99,82"
24/06/2024,"6.518,05","3.573,38","106,12"
24/06/2024,"6.531,98","3.604,84","108,06"
24/06/2024,"6.497,27","3.485,28","108,33"
24/06/2024,"6.458,26","3.805,51","112,29"
24/06/2024,"6.681,65","3.645,38",130
24/06/2024,"6.676,86","3.492,22","142,28"
24/06/2024,"6.468,73","3.297,08","137,51"
24/06/2024,"5.893,92","2.862,62","113,7"
24/06/2024,"5.346,17","2.066,32","108,93"
25/06/2024,"4.950,00","1.450,88",100
25/06/2024,"4.659,44","1.334,53","96,08"
25/06/2024,"4.457,37","1.130,76","91,83"
25/06/2024,"4.382,00","1.167,62","94,5"
25/06/2024,"4.416,27","1.157,20","94,75"
25/06/2024,"4.469,64","900,82","97,75"
25/06/2024,"4.904,85","1.345,94","114,8"
25/06/2024,"5.662,68","1.690,60","134,94"
25/06/2024,"6.194,98","2.150,30","144,92"
25/06/2024,"6.463,30","2.663,08","133,31"
25/06/2024,"6.674,84","3.041,93","119,22"
25/06/2024,"6.699,30","3.409,24",114
25/06/2024,"6.637,41","3.495,53","101,29"
25/06/2024,"6.520,59","3.561,96","100,2"
25/06/2024,"6.542,57","3.706,20","108,96"
25/06/2024,"6.585,96","3.876,06","110,28"
25/06/2024,"6.632,02","3.863,79","112,5"
25/06/2024,"6.622,96","3.881,35","113,63"
25/06/2024,"6.589,45","3.869,57","114,85"
25/06/2024,"6.708,31","3.625,79","133,24"
25/06/2024,"6.690,26","3.448,64","136,69"
25/06/2024,"6.492,34","3.311,08","123,52"
25/06/2024,"5.903,02","2.933,35","109,64"
25/06/2024,"5.354,23","2.168,69","106,49"
26/06/2024,"4.989,50","1.079,22","107,43"
26/06/2024,"4.706,59","1.032,86","101,25"
26/06/2024,"4.488,19","1.042,20","95,32"
26/06/2024,"4.406,46","1.030,47","95,46"
26/06/2024,"4.437,23","1.049,05","92,05"
26/06/2024,"4.549,53","1.055,38",99
26/06/2024,"5.005,80","1.130,14","109,59"
26/06/2024,"5.729,87","2.793,26",130
26/06/2024,"6.283,97","3.202,05","131,62"
26/06/2024,"6.588,63","3.531,38","119,8"
26/06/2024,"6.680,06","3.260,66","109,54"
26/06/2024,"6.700,58","3.580,76",105
26/06/2024,"6.693,26","3.727,53","90,54"
26/06/2024,"6.544,12","3.812,00","90,9"
26/06/2024,"6.533,13","3.835,56","92,4"
26/06/2024,"6.624,90","3.796,02",93
26/06/2024,"6.693,82","3.743,48",104
26/06/2024,"6.607,55","3.690,44","108,59"
26/06/2024,"6.542,75","3.853,29","114,98"
26/06/2024,"6.653,20","3.699,53",145
26/06/2024,"6.596,11","3.651,47","156,98"
26/06/2024,"6.419,15","3.116,71","137,18"
26/06/2024,"5.897,36","2.975,67","118,98"
26/06/2024,"5.361,61","2.181,77",110
27/06/2024,"4.959,83","1.119,45",96
27/06/2024,"4.662,99","1.145,93","87,03"
27/06/2024,"4.569,38","1.179,38","84,75"
27/06/2024,"4.406,76","1.185,73","80,75"
27/06/2024,"4.435,47","1.217,12","76,58"
27/06/2024,"4.484,19","1.288,18",83
27/06/2024,"4.918,38","1.803,65",105
27/06/2024,"5.629,27","2.559,40","122,71"
27/06/2024,"6.298,57","2.861,86",115
27/06/2024,"6.522,72","3.129,78",109
27/06/2024,"6.666,50","3.466,66","100,1"
27/06/2024,"6.747,72","3.514,98","89,9"
27/06/2024,"6.723,80","3.613,74",80
27/06/2024,"6.595,58","3.655,47","82,49"
27/06/2024,"6.622,41","3.626,27","88,49"
27/06/2024,"6.751,11","3.462,61","91,06"
27/06/2024,"6.806,47","3.542,14","100,1"
27/06/2024,"6.710,65","3.371,10","103,01"
27/06/2024,"6.705,75","3.180,36","109,32"
27/06/2024,"6.789,98","2.763,34","135,97"
27/06/2024,"6.745,59","3.036,40","140,87"
27/06/2024,"6.507,12","2.760,21","129,95"
27/06/2024,"6.005,24","2.564,61",110
27/06/2024,"5.415,05","1.978,08","106,83"
28/06/2024,"5.152,56","1.463,42","109,92"
28/06/2024,"4.846,85","1.447,80","106,58"
28/06/2024,"4.611,66","1.447,85","104,28"
28/06/2024,"4.545,05","1.440,51",102
28/06/2024,"4.550,44","1.462,02","105,92"
28/06/2024,"4.641,93","1.453,34","107,14"
28/06/2024,"5.049,50","1.925,78","114,52"
28/06/2024,"5.751,32","2.527,06","123,48"
28/06/2024,"6.365,70","3.121,60","122,1"
28/06/2024,"6.733,57","3.142,62",111
28/06/2024,"6.911,74","3.463,89","107,33"
28/06/2024,"7.031,51","3.920,09",102
28/06/2024,"7.065,90","3.627,57","90,81"
28/06/2024,"6.968,31","4.016,48","86,46"
28/06/2024,"6.954,83","4.068,21","90,81"
28/06/2024,"7.034,05","4.426,12","99,32"
28/06/2024,"7.072,82","4.071,07","106,09"
28/06/2024,"6.944,34","3.920,60","109,71"
28/06/2024,"6.967,71","3.678,28",110
28/06/2024,"6.991,96","3.709,80","138,56"
28/06/2024,"6.845,02","3.683,09",143
28/06/2024,"6.669,85","3.435,37","130,97"
28/06/2024,"6.103,25","3.246,69",115
28/06/2024,"5.540,72","2.755,11","108,55"
29/06/2024,"5.912,21","1.485,59","109,59"
29/06/2024,"5.168,79","1.347,86","109,08"
29/06/2024,"4.877,52","1.138,38","105,03"
29/06/2024,"4.753,19","1.152,50",103
29/06/2024,"4.716,29","1.195,43","100,1"
29/06/2024,"4.690,99","1.183,73","98,28"
29/06/2024,"4.903,34","1.276,45","106,87"
29/06/2024,"5.322,21","1.799,41","103,84"
29/06/2024,"5.739,94","2.289,29","98,28"
29/06/2024,"6.091,86","2.693,35","90,43"
29/06/2024,"6.216,75","3.034,33","97,63"
29/06/2024,"6.447,12","3.170,79",83
29/06/2024,"6.429,34","3.315,87",70
29/06/2024,"6.379,48","3.334,15",40
29/06/2024,"6.364,24","3.248,04",20
29/06/2024,"6.399,78","3.028,79","39,78"
29/06/2024,"6.378,52","2.753,14","92,45"
29/06/2024,"6.442,59","2.673,70","102,99"
29/06/2024,"6.466,54","2.384,03","111,03"
29/06/2024,"6.558,38","2.325,37","147,84"
29/06/2024,"6.569,66","2.477,74","157,59"
29/06/2024,"6.415,28","2.275,01","150,42"
29/06/2024,"6.003,80","2.015,10","128,18"
29/06/2024,"5.573,14","1.608,93","108,55"
30/06/2024,"5.158,74","1.613,46","109,08"
30/06/2024,"4.938,92","1.452,60","106,87"
30/06/2024,"4.687,87","1.570,74","102,07"
30/06/2024,"4.518,62","1.695,69","98,18"
30/06/2024,"4.433,09","1.797,88","93,7"
30/06/2024,"4.343,90","1.854,05","85,5"
30/06/2024,"4.379,96","1.867,29","79,5"
30/06/2024,"4.563,75","2.412,98","79,5"
30/06/2024,"4.824,74","3.079,30","79,5"
30/06/2024,"5.246,72","3.599,09","79,5"
30/06/2024,"5.508,12","3.753,19","79,5"
30/06/2024,"5.686,02","3.813,43","47,54"
30/06/2024,"5.786,52","3.953,13","12,83"
30/06/2024,"5.670,42","4.108,62","9,65"
30/06/2024,"6.053,45","4.117,56","9,65"
30/06/2024,"5.562,01","3.872,42",10
30/06/2024,"5.587,69","3.774,86","43,48"
30/06/2024,"5.680,31","3.751,09","82,99"
30/06/2024,"5.701,64","3.329,96","102,03"
30/06/2024,"5.979,54","3.194,24","121,03"
30/06/2024,"6.109,51","3.196,28","140,64"
30/06/2024,"6.128,90","2.935,30","129,5"
30/06/2024,"5.757,57","2.618,96","109,08"
30/06/2024,"5.303,89","2.095,59","102,09"
01/07/2024,"4.959,53","1.909,53","97,77"
01/07/2024,"4.699,59","1.662,87",90
01/07/2024,"4.552,86","1.575,17","86,07"
01/07/2024,"4.457,50","1.520,41",90
01/07/2024,"4.454,01","1.501,20","92,53"
01/07/2024,"4.942,52","1.697,63",104
01/07/2024,"5.178,22","2.559,28",115
01/07/2024,"5.891,87","3.207,80","130,75"
01/07/2024,"6.583,45","3.781,19",146
01/07/2024,"6.888,55","3.971,74","127,45"
01/07/2024,"7.114,89","4.004,36","110,32"
01/07/2024,"7.223,87","4.204,58","106,91"
01/07/2024,"7.230,33","4.340,23","104,46"
01/07/2024,"7.186,87","4.369,30","103,13"
01/07/2024,"7.202,63","4.246,31",102
01/07/2024,"7.216,78","4.169,15","111,91"
01/07/2024,"7.266,32","4.229,00","114,32"
01/07/2024,"7.169,05","4.515,65","118,64"
01/07/2024,"7.000,69","4.191,87","124,11"
01/07/2024,"7.153,42","4.607,64","143,53"
01/07/2024,"7.184,97","4.964,40","146,78"
01/07/2024,"6.882,84","4.554,46","125,32"
01/07/2024,"6.228,84","3.958,64","108,26"
01/07/2024,"5.669,52","3.243,76","105,86"
02/07/2024,"5.216,49","2.316,56","101,82"
02/07/2024,"4.893,62","2.008,65","97,89"
02/07/2024,"4.755,19","1.973,41","90,5"
02/07/2024,"4.634,97","1.912,29",90
02/07/2024,"4.644,98","1.884,37",90
02/07/2024,"4.703,57","1.932,46","93,88"
02/07/2024,"5.175,09","2.661,59","106,46"
02/07/2024,"5.898,33","3.317,51","111,33"
02/07/2024,"6.570,92","3.784,97",120
02/07/2024,"6.912,83","4.261,17","107,13"
02/07/2024,"7.025,80","4.243,84","102,13"
